city	country	description	location	state	state_abbrev	longitude	latitude	city_longitude	city_latitude	extracted_location_name	extracted_latitude	extracted_longitude
Chesaning	United States	Store merchandise has been found moved when stores are opened in the morning. Employees hair pulled, employee shoved, voices can be heard at night. A Santa decoration was seen by 3 eye witnesses as it lifted from a table and was sat down on the floor outside a store. Transparent images of a woman and man seen separately over periods of time. Numerous unexplainable events occurring since mall opened in 1985. Unknown before this date. A smallpox outbreak in 1837 devastated some of the last remaining Indians in this area before the village of Chesaning was started.	Chesaning Market Street Square (a mini mall with indoor shops)	Michigan	MI			-84.11497469999999	43.1847483	Township of Chesaning	43.1752	-84.10738
Clarksdale	United States	It is said that late at night if you go over the Sunflower Bridge...turn off your car and roll down your windows that the cries of help and people yelling could be heard.	Sunflower Bridge	Michigan	MI	-83.3426114	42.7150605	-83.4192941	42.7351196	Sunflower Bridge	42.7150605	-83.3426114
Clarkston	United States	Closed Down- Sightings of people around the cinema. scratching and bumping noises heard every night. Shadows of people running on the screen. Little girl sits on the stage.	Clarkston Cinema	Michigan	MI	-83.43415	42.660509	-83.4192941	42.7351196	Little Rock	34.74648	-92.28959
Clarkston	United States	In the late 1800 a man was slaughtered off of what is now dixie and white lake road. Reports from employee's say that the man comes out at night and walks towards deer lake raquet club and back to cvs.	CVS off dixie us 20	Michigan	MI	-83.426161	42.7229641	-83.4192941	42.7351196	CVS off dixie us 20	42.7229641	-83.426161
Clinton Township	United States	In the woods right off Hayes and 18 there is a small cemetery that has about 30 stones, most of them dating back to the 1800's and its said that if you come alone to the cemetery at 12:00 at night on a Friday you will very loud whispers in the woods that corner the whole cemetery and if you brave enough to stay longer the whispers come closer until there right in front of your face	18 mile road and Hayes	Michigan	MI	-82.97202519999999	42.5975415	-82.9195514	42.5868882	18 mile road and Hayes	42.5975415	-82.97202519999999
Clinton Township	United States	There have been several acts of violence here. About 20 years ago a man escaped from a mental home and broke into the front office. In the process he broke several windows, trashed the place, slit his wrists and neck, and was found by the sales staff in the morning wrapped in a blanket talking to himself. He did not die but it was a very violent experience. 10 or so years ago a man was distressed over losing his parents and shot himself in the head overnight on top of his parent s grave. Several of the grounds crew have seen a man dematerialize in the same area a few times. This was in the summit hill garden which is the oldest garden in the cemetery. In the day or night there can be an overwhelming feeling of being watched. About 6 or 7 years ago there was a sales manager who quit after seeing an Indian in the sales office walk thru a wall. There is also a story not verified that a police officer shot a teenager on the grounds and the boy died and was buried there. In the months following the cop went mad and one night was caught wearing camouflage and face paint digging up the boy that he killed. There have also been a few graves that people have tried to dig up but have failed since the vault lids are VERY heavy. Whispers and screams have been heard.	Cadillac Memorial Gardens East	Michigan	MI	-82.9564118	42.5811627	-82.9195514	42.5868882	Cadillac Memorial Gardens East	42.5811627	-82.9564118
Clinton Township	United States	In the Spring, Summer, and sometimes early Fall, some of the streets will have fog only at the end of them, and there will be Shadows of teenager looking people walking down the middle of the street. Also, sometimes if you cross the middle of the streets you feel a temperature drop repeatedly.	Chateau Clinton Trailer Park	Michigan	MI	-82.9707913	42.5764741	-82.9195514	42.5868882	Chateau Clinton Trailer Park	42.5764741	-82.9707913
Clinton County	United States	R.B.W. (Rodney B. Wilson) - People have said to hear a noise from the hall ways like a drum beating after closing hours when only the janitors are there.	St. Johns	Michigan	MI	-84.55915209999999	43.001143	-84.5222189	42.9663458	St. Johns	43.001143	-84.55915209999999
Clinton County	United States	Cemetery on Forest Hill Road - Witnesses claim to have taken tons of pictures of orbs here.	St. Johns/Clinton County	Michigan	MI	-84.55915209999999	43.001143	-84.5222189	42.9663458	St. Johns/Clinton County	43.001143	-84.55915209999999
Clinton Township	United States	During The Night Here, You Can See Ghosts Of People who were killed by the train. And when you walk around the park at night you can see black figures in the wood line at the back of the park. And You Can Also See Ghosts Of Animals. Legend is that this park was built on old cemetery that was there in the 1800's.	Rudgate Manufactured Home Park	Michigan	MI	-82.91593259999999	42.57925609999999	-82.9195514	42.5868882	Rudgate Manufactured Home Park	42.57925609999999	-82.91593259999999
Clyde township	United States	They say that if you go to the end of Shoefelt road at about midnight on Friday nights you will here an old hunter shooting his gun off, because the old man used to hunt out there a lot and then he died and he doesn't like it when people hunt or have fun on his hunting spot so he will scare you off by shooting his gun and than walking around by your car hollering.	Shoefelt Rd	Michigan	MI	-82.56376	43.0362674	-82.5834947	43.0313165	Shoefelt Gulch	45.59549	-110.91078
Cockeysville	United States	Built over a cemetery where odd things always seem to occur. There is a Haunted House and Haunted Hayride in October, which seems eerie because the real ghost isn't in costumes, but it is a great place to go for scares!	Padonia Park Club	Michigan	MI	-76.671167	39.4536423			Padonia Park Club	39.4536423	-76.671167
Coldwater	United States	haunted by the ghosts 2 children who are seen on the stairs.	Halstead House	Michigan	MI			-85.00052149999999	41.9403263			
Coldwater	United States	"On the end of a deep, wide ,circular pit is a mausoleum. It is painted green, vines have long since overgrown the name and front. Pictures taken on three different days and times (lighting) all show a ""mist"" in the top corner. One the shape of two figures is clearly visible. Vandals have written, ""meg lives"" on the ground in front and a pentagram in red on the door. A deep sense of unease is felt in this circle. This is located in the old section of the cemetery, you get a very strange feeling as you walk through it."	Oak Hill Cemetery	Michigan	MI	-85.17774469999999	42.3062055	-85.00052149999999	41.9403263	City of Oak Hill	36.07348	-86.78555
Croton	United States	There was a young boy in the 1970's who was fishing at the top of Croton Dam. He slipped and fell in the turbines, and was killed. Several fishermen have claimed they have seen the boy walking at the top of the dam sobbing. Most sightings have been in the early morning before sunrise. The boy's figure is illuminated by the lights at the top of the dam, and he is said to be walking about ten feet above the wall. The fisherman of the community seem to believe he is a sign of good luck, who ever spots him seems to have a prosperous day.	Croton Dam	Michigan	MI	-85.66338909999999	43.437111	-85.62292959999999	43.4194319	New Croton Dam	41.22648	-73.85541
